时间,透水率,设备编号,月份,季节
2024-12-20 22:00:00,74.8950178085278,A4,12,冬
2024-12-20 23:00:00,75.2692983181232,A4,12,冬
2024-12-21 00:00:00,74.8138904761625,A4,12,冬
2024-12-21 01:00:00,75.3025849818119,A4,12,冬
2024-12-21 02:00:00,74.6262328340213,A4,12,冬
2024-12-21 03:00:00,75.3477946029114,A4,12,冬
2024-12-21 04:00:00,74.5330754159074,A4,12,冬
2024-12-21 05:00:00,74.6403132480806,A4,12,冬
2024-12-21 06:00:00,74.2888613483856,A4,12,冬
2024-12-21 07:00:00,74.8911762641419,A4,12,冬
2024-12-21 08:00:00,75.0134311844078,A4,12,冬
2024-12-21 09:00:00,74.6940565001997,A4,12,冬
2024-12-21 10:00:00,74.8642549095352,A4,12,冬
2024-12-21 11:00:00,75.3026537764124,A4,12,冬
2024-12-21 12:00:00,74.6908563870899,A4,12,冬
2024-12-21 13:00:00,74.7894692944786,A4,12,冬
2024-12-21 14:00:00,74.4419911722467,A4,12,冬
2024-12-21 15:00:00,74.3877115714116,A4,12,冬
2024-12-21 16:00:00,74.4604783460497,A4,12,冬
2024-12-21 17:00:00,75.9505389905389,A4,12,冬
2024-12-21 18:00:00,74.9697638207107,A4,12,冬
2024-12-21 19:00:00,74.4506081496957,A4,12,冬
2024-12-21 20:00:00,74.7587468125032,A4,12,冬
2024-12-21 21:00:00,74.8836484845332,A4,12,冬
2024-12-21 22:00:00,74.5633535740572,A4,12,冬
2024-12-21 23:00:00,75.1077884490837,A4,12,冬
2024-12-22 00:00:00,74.0213046581096,A4,12,冬
2024-12-22 01:00:00,74.0193156508698,A4,12,冬
2024-12-22 02:00:00,74.4128007976057,A4,12,冬
2024-12-22 03:00:00,74.0761079606714,A4,12,冬
2024-12-22 04:00:00,73.9581908833159,A4,12,冬
2024-12-22 05:00:00,73.7527294907684,A4,12,冬
2024-12-22 06:00:00,73.8657123525394,A4,12,冬
2024-12-22 07:00:00,74.0127158596095,A4,12,冬
2024-12-22 08:00:00,73.8081359973335,A4,12,冬
2024-12-22 09:00:00,74.3560291944854,A4,12,冬
2024-12-22 10:00:00,74.2085797727952,A4,12,冬
2024-12-22 12:00:00,74.5345102891376,A4,12,冬
2024-12-22 13:00:00,74.282989823396,A4,12,冬
2024-12-22 14:00:00,74.3679581135343,A4,12,冬
2024-12-22 15:00:00,74.281804401895,A4,12,冬
2024-12-22 16:00:00,73.9957314030939,A4,12,冬
2024-12-22 17:00:00,74.296792996794,A4,12,冬
2024-12-22 18:00:00,74.1143166193338,A4,12,冬
2024-12-22 19:00:00,74.1759947555603,A4,12,冬
2024-12-22 20:00:00,73.7252631778554,A4,12,冬
2024-12-22 21:00:00,74.2208612275535,A4,12,冬
2024-12-22 22:00:00,73.8699199060419,A4,12,冬
2024-12-22 23:00:00,74.063555628671,A4,12,冬
2024-12-23 00:00:00,73.9600406640122,A4,12,冬
2024-12-23 01:00:00,74.2222333870033,A4,12,冬
2024-12-23 02:00:00,73.6465712598473,A4,12,冬
2024-12-23 03:00:00,73.7035718140876,A4,12,冬
2024-12-23 14:00:00,73.3478116130007,A4,12,冬
2024-12-23 15:00:00,74.2879851028729,A4,12,冬
2024-12-23 16:00:00,73.2302962119164,A4,12,冬
2024-12-23 17:00:00,73.0993646125155,A4,12,冬
2024-12-23 18:00:00,74.325391186024,A4,12,冬
2024-12-23 19:00:00,74.0076762624223,A4,12,冬
2024-12-23 20:00:00,72.7928847697855,A4,12,冬
2024-12-23 21:00:00,74.3599607707295,A4,12,冬
2024-12-23 22:00:00,74.0553660142919,A4,12,冬
2024-12-23 23:00:00,74.0446519130031,A4,12,冬
2024-12-24 00:00:00,73.1317569394678,A4,12,冬
2024-12-24 01:00:00,73.3382880224365,A4,12,冬
2024-12-24 02:00:00,73.3781369406518,A4,12,冬
2024-12-24 03:00:00,73.5137700010665,A4,12,冬
2024-12-24 04:00:00,73.3424114619277,A4,12,冬
2024-12-24 05:00:00,72.5374696102157,A4,12,冬
2024-12-24 06:00:00,73.15758995462,A4,12,冬
2024-12-24 07:00:00,73.1277604082206,A4,12,冬
2024-12-24 09:00:00,72.5498317615584,A4,12,冬
2024-12-24 10:00:00,73.1946036559565,A4,12,冬
2024-12-24 11:00:00,72.802757139604,A4,12,冬
2024-12-24 12:00:00,72.6594544758524,A4,12,冬
2024-12-24 13:00:00,73.317629352133,A4,12,冬
2024-12-24 14:00:00,72.9887810507128,A4,12,冬
2024-12-24 15:00:00,73.56100770926,A4,12,冬
2024-12-24 16:00:00,72.528664709304,A4,12,冬
2024-12-24 17:00:00,72.595894741174,A4,12,冬
2024-12-24 18:00:00,72.7498610961272,A4,12,冬
2024-12-24 19:00:00,72.0569699234464,A4,12,冬
2024-12-24 20:00:00,73.179089873987,A4,12,冬
2024-12-24 21:00:00,73.6566962027214,A4,12,冬
2024-12-24 22:00:00,73.7996149115747,A4,12,冬
2024-12-24 23:00:00,72.8247230926293,A4,12,冬
2024-12-25 00:00:00,71.8730250972706,A4,12,冬
2024-12-25 01:00:00,72.1534078828571,A4,12,冬
2024-12-25 02:00:00,72.4874698903753,A4,12,冬
2024-12-25 03:00:00,72.2132668080968,A4,12,冬
2024-12-25 04:00:00,72.2666044864167,A4,12,冬
2024-12-25 05:00:00,71.8459908552787,A4,12,冬
2024-12-25 06:00:00,72.0807703078527,A4,12,冬
2024-12-25 07:00:00,72.8014858970761,A4,12,冬
2024-12-25 08:00:00,71.9073344838356,A4,12,冬
2024-12-25 09:00:00,72.2826852424999,A4,12,冬
2024-12-25 10:00:00,72.3267416549553,A4,12,冬
2024-12-25 11:00:00,72.4502605250527,A4,12,冬
2024-12-25 12:00:00,72.8087996690317,A4,12,冬
2024-12-25 13:00:00,72.2818692126412,A4,12,冬
2024-12-25 14:00:00,72.2494177727493,A4,12,冬
2024-12-25 15:00:00,72.486269975239,A4,12,冬
2024-12-25 16:00:00,72.0604703300038,A4,12,冬
2024-12-25 17:00:00,72.0481345423328,A4,12,冬
2024-12-25 18:00:00,72.3509437128198,A4,12,冬
2024-12-25 19:00:00,72.6482829565652,A4,12,冬
2024-12-25 20:00:00,72.6426815008788,A4,12,冬
2024-12-25 21:00:00,72.0565264788406,A4,12,冬
2024-12-25 22:00:00,72.4069387352493,A4,12,冬
2024-12-26 03:00:00,71.6519693910998,A4,12,冬
2024-12-26 04:00:00,71.0163468548065,A4,12,冬
2024-12-26 05:00:00,71.5535913165298,A4,12,冬
2024-12-26 06:00:00,71.8735307823574,A4,12,冬
2024-12-26 07:00:00,72.2849149039909,A4,12,冬
2024-12-26 08:00:00,72.1811311583401,A4,12,冬
2024-12-26 09:00:00,71.661302356778,A4,12,冬
2024-12-26 10:00:00,71.9627335903335,A4,12,冬
2024-12-26 11:00:00,71.7157153263649,A4,12,冬
2024-12-26 12:00:00,72.1886487891524,A4,12,冬
2024-12-26 13:00:00,72.2590440878894,A4,12,冬
2024-12-26 14:00:00,71.6253326408748,A4,12,冬
2024-12-26 15:00:00,71.7892896225799,A4,12,冬
2024-12-26 16:00:00,71.0961300132135,A4,12,冬
2024-12-26 17:00:00,71.9123820847989,A4,12,冬
2024-12-26 18:00:00,71.1314901197113,A4,12,冬
2024-12-26 19:00:00,71.5018946625955,A4,12,冬
2024-12-26 20:00:00,72.3644575213161,A4,12,冬
2024-12-26 21:00:00,71.9224257864272,A4,12,冬
2024-12-26 22:00:00,71.7994313357517,A4,12,冬
2024-12-26 23:00:00,71.3468738414056,A4,12,冬
2024-12-27 00:00:00,71.4580418660165,A4,12,冬
2024-12-27 01:00:00,71.2158650080952,A4,12,冬
2024-12-27 02:00:00,71.6014762248354,A4,12,冬
2024-12-27 03:00:00,70.8579286274189,A4,12,冬
2024-12-27 04:00:00,71.0435159856974,A4,12,冬
2024-12-27 05:00:00,71.3101915934945,A4,12,冬
2024-12-27 15:00:00,71.027371579899,A4,12,冬
2024-12-27 16:00:00,71.1761760223097,A4,12,冬
2024-12-27 17:00:00,71.5911175567298,A4,12,冬
2024-12-27 18:00:00,71.4006227301261,A4,12,冬
2024-12-27 19:00:00,71.0634381263542,A4,12,冬
2024-12-27 20:00:00,70.9484450848894,A4,12,冬
2024-12-27 21:00:00,71.1583272589928,A4,12,冬
2024-12-27 22:00:00,71.4793810406537,A4,12,冬
2024-12-27 23:00:00,71.5920667322499,A4,12,冬
2024-12-28 00:00:00,71.2226477034734,A4,12,冬
2024-12-28 01:00:00,70.5744092571877,A4,12,冬
2024-12-28 03:00:00,70.7518022739596,A4,12,冬
2024-12-28 04:00:00,71.3065073546955,A4,12,冬
2024-12-28 10:00:00,70.8095410848426,A4,12,冬
2024-12-28 11:00:00,70.2469459551219,A4,12,冬
2024-12-28 12:00:00,70.5613623584836,A4,12,冬
2024-12-28 13:00:00,70.276771793935,A4,12,冬
2024-12-28 14:00:00,70.2577657292971,A4,12,冬
2024-12-28 15:00:00,70.5501700328834,A4,12,冬
2024-12-28 16:00:00,70.8165165243,A4,12,冬
2024-12-28 17:00:00,70.4569868826134,A4,12,冬
2024-12-28 18:00:00,70.1201841398967,A4,12,冬
2024-12-28 19:00:00,70.7351254131156,A4,12,冬
2024-12-28 20:00:00,70.0017905021647,A4,12,冬
2024-12-28 21:00:00,70.3366734329565,A4,12,冬
2024-12-28 22:00:00,70.5169775431903,A4,12,冬
2024-12-28 23:00:00,70.7353073417437,A4,12,冬
2024-12-29 00:00:00,70.1131269244704,A4,12,冬
2024-12-29 01:00:00,70.2590286085326,A4,12,冬
2024-12-29 02:00:00,70.2725649428711,A4,12,冬
2024-12-29 03:00:00,69.9922304713349,A4,12,冬
2024-12-29 04:00:00,70.3216091048662,A4,12,冬
2024-12-29 05:00:00,69.2419147698667,A4,12,冬
2024-12-29 06:00:00,70.6020098587605,A4,12,冬
2024-12-29 07:00:00,70.1738230323879,A4,12,冬
2024-12-29 08:00:00,70.0341449635294,A4,12,冬
2024-12-29 09:00:00,70.1150705354979,A4,12,冬
2024-12-29 10:00:00,70.6635240002798,A4,12,冬
2024-12-29 11:00:00,69.6971603443647,A4,12,冬
2024-12-29 12:00:00,69.9513106137146,A4,12,冬
2024-12-29 13:00:00,70.3826407878558,A4,12,冬
2024-12-29 14:00:00,69.9240484614604,A4,12,冬
2024-12-29 15:00:00,70.0124463852741,A4,12,冬
2024-12-29 16:00:00,49.4009636999449,A4,12,冬
2024-12-29 17:00:00,69.9657285909112,A4,12,冬
2024-12-29 18:00:00,69.6057567394714,A4,12,冬
2024-12-29 19:00:00,70.0600554889997,A4,12,冬
2024-12-29 20:00:00,70.0320500348171,A4,12,冬
2024-12-29 21:00:00,69.60519392932,A4,12,冬
2024-12-29 22:00:00,70.0769116010113,A4,12,冬
2024-12-29 23:00:00,70.6346506531577,A4,12,冬
2024-12-30 00:00:00,68.9961251774199,A4,12,冬
2024-12-30 01:00:00,68.8009562405373,A4,12,冬
2024-12-30 02:00:00,68.434094080139,A4,12,冬
2024-12-30 03:00:00,69.1740699248809,A4,12,冬
2024-12-30 04:00:00,68.9151572192745,A4,12,冬
2024-12-30 05:00:00,68.7969338798511,A4,12,冬
2024-12-30 06:00:00,68.6591657953291,A4,12,冬
2024-12-30 07:00:00,68.7342488135812,A4,12,冬
2024-12-30 08:00:00,69.3406675106851,A4,12,冬
2024-12-30 09:00:00,69.0985891778336,A4,12,冬
2024-12-30 10:00:00,83.5859904542071,A4,12,冬
2024-12-30 11:00:00,68.7124956243026,A4,12,冬
2024-12-30 12:00:00,69.1050325308872,A4,12,冬
2024-12-30 13:00:00,69.6195916744183,A4,12,冬
2024-12-30 14:00:00,68.7325991201017,A4,12,冬
2024-12-30 15:00:00,68.9708023662846,A4,12,冬
2024-12-30 16:00:00,68.9173465236656,A4,12,冬
2024-12-30 17:00:00,68.6802516979205,A4,12,冬
2024-12-30 18:00:00,69.0235832489162,A4,12,冬
2024-12-30 19:00:00,68.4641293876964,A4,12,冬
2024-12-30 20:00:00,68.9535291525882,A4,12,冬
2024-12-30 21:00:00,68.8954200561894,A4,12,冬
2024-12-30 22:00:00,68.764950980423,A4,12,冬
2024-12-30 23:00:00,68.5956129695032,A4,12,冬
2024-12-31 00:00:00,67.8154176027277,A4,12,冬
2024-12-31 01:00:00,68.4079688855412,A4,12,冬
2024-12-31 02:00:00,68.7836809781964,A4,12,冬
2024-12-31 03:00:00,68.8501936185324,A4,12,冬
2024-12-31 04:00:00,67.9964254971671,A4,12,冬
2024-12-31 05:00:00,68.3263333968248,A4,12,冬
2024-12-31 06:00:00,68.2056077736138,A4,12,冬
2024-12-31 07:00:00,68.240666702077,A4,12,冬
2024-12-31 09:00:00,68.6144603329432,A4,12,冬
2024-12-31 10:00:00,68.6623921831207,A4,12,冬
2024-12-31 11:00:00,68.7392634665329,A4,12,冬
2024-12-31 12:00:00,68.7495178065965,A4,12,冬
2024-12-31 13:00:00,67.9110886087802,A4,12,冬
2024-12-31 14:00:00,68.5966628957872,A4,12,冬
2024-12-31 15:00:00,68.3280771785027,A4,12,冬
2024-12-31 16:00:00,68.3690732404782,A4,12,冬
2024-12-31 17:00:00,69.0662749330423,A4,12,冬
2024-12-31 18:00:00,69.2026909547343,A4,12,冬
2024-12-31 19:00:00,68.5225107186655,A4,12,冬
2024-12-31 20:00:00,68.10557726812,A4,12,冬
2024-12-31 21:00:00,69.5294826137833,A4,12,冬
2024-12-31 22:00:00,68.4634339680673,A4,12,冬
2024-12-31 23:00:00,69.1723401994088,A4,12,冬
2025-01-01 00:00:00,67.3181681614789,A4,1,冬
2025-01-01 01:00:00,67.1810713401213,A4,1,冬
2025-01-01 02:00:00,66.9810813640611,A4,1,冬
2025-01-01 03:00:00,67.3071770884816,A4,1,冬
2025-01-01 04:00:00,67.423123339081,A4,1,冬
2025-01-01 05:00:00,67.2567685770122,A4,1,冬
2025-01-01 06:00:00,67.2316703746204,A4,1,冬
2025-01-01 07:00:00,67.5180185534038,A4,1,冬
2025-01-01 08:00:00,67.3794128708996,A4,1,冬
2025-01-01 09:00:00,67.1622540053209,A4,1,冬
2025-01-01 10:00:00,67.27495483189,A4,1,冬
2025-01-01 11:00:00,67.6624627844896,A4,1,冬
2025-01-01 12:00:00,67.0557873468961,A4,1,冬
2025-01-01 13:00:00,67.6033144109793,A4,1,冬
2025-01-01 14:00:00,67.2834975661182,A4,1,冬
2025-01-01 15:00:00,67.7652464102451,A4,1,冬
2025-01-01 16:00:00,67.2733375977351,A4,1,冬
2025-01-01 17:00:00,67.6634028242205,A4,1,冬
2025-01-01 18:00:00,60.8588582554326,A4,1,冬
2025-01-01 19:00:00,67.3154505790058,A4,1,冬
2025-01-01 20:00:00,67.0723257459148,A4,1,冬
2025-01-01 21:00:00,67.2376037523745,A4,1,冬
2025-01-01 22:00:00,67.4514054024353,A4,1,冬
2025-01-01 23:00:00,67.3463322903047,A4,1,冬
2025-01-02 00:00:00,66.4489860557129,A4,1,冬
2025-01-02 01:00:00,66.4916325153002,A4,1,冬
2025-01-02 02:00:00,66.7701034972953,A4,1,冬
2025-01-02 03:00:00,66.9262988128065,A4,1,冬
2025-01-02 04:00:00,66.3278360361483,A4,1,冬
2025-01-02 11:00:00,66.5896461516917,A4,1,冬
2025-01-02 12:00:00,66.5844820607177,A4,1,冬
2025-01-02 13:00:00,66.5635408873266,A4,1,冬
2025-01-02 14:00:00,66.3044896400159,A4,1,冬
2025-01-02 15:00:00,66.6701904462692,A4,1,冬
2025-01-02 16:00:00,66.2788061678113,A4,1,冬
2025-01-02 17:00:00,66.6490940074,A4,1,冬
2025-01-02 18:00:00,66.5895329756875,A4,1,冬
2025-01-02 19:00:00,66.4834646449561,A4,1,冬
2025-01-02 20:00:00,66.8015394351753,A4,1,冬
2025-01-02 21:00:00,66.4144014874887,A4,1,冬
2025-01-02 22:00:00,66.6011742846638,A4,1,冬
2025-01-02 23:00:00,66.4030550312707,A4,1,冬
2025-01-03 00:00:00,66.0736127083845,A4,1,冬
2025-01-03 01:00:00,65.9808908835285,A4,1,冬
2025-01-03 02:00:00,65.8262069966156,A4,1,冬
2025-01-03 03:00:00,65.8220916567233,A4,1,冬
2025-01-03 04:00:00,66.0364129914338,A4,1,冬
2025-01-03 05:00:00,66.0578214506544,A4,1,冬
2025-01-03 06:00:00,65.8997580925921,A4,1,冬
2025-01-03 07:00:00,65.9903341987282,A4,1,冬
2025-01-03 09:00:00,65.9552861891359,A4,1,冬
2025-01-03 10:00:00,66.0126830199419,A4,1,冬
2025-01-03 11:00:00,66.059884219652,A4,1,冬
2025-01-03 12:00:00,65.9517207913555,A4,1,冬
2025-01-03 13:00:00,66.0026941653736,A4,1,冬
2025-01-03 14:00:00,65.7339386638082,A4,1,冬
2025-01-03 15:00:00,65.9089416349909,A4,1,冬
2025-01-03 16:00:00,65.8324726753967,A4,1,冬
2025-01-03 17:00:00,65.8766854090306,A4,1,冬
2025-01-03 18:00:00,65.6037993294698,A4,1,冬
2025-01-03 19:00:00,65.8377730978761,A4,1,冬
2025-01-03 20:00:00,66.4286894486822,A4,1,冬
2025-01-04 08:00:00,65.7882739490453,A4,1,冬
2025-01-04 13:00:00,65.4861591449143,A4,1,冬
2025-01-04 14:00:00,65.392718928669,A4,1,冬
2025-01-04 15:00:00,65.6489898251965,A4,1,冬
2025-01-04 16:00:00,65.4800316540476,A4,1,冬
2025-01-04 17:00:00,65.563218706977,A4,1,冬
2025-01-04 18:00:00,65.8684229818078,A4,1,冬
2025-01-04 19:00:00,58.3055502150191,A4,1,冬
2025-01-04 20:00:00,65.7941022156041,A4,1,冬
2025-01-04 21:00:00,65.4143530253588,A4,1,冬
2025-01-04 22:00:00,65.3938463235221,A4,1,冬
2025-01-04 23:00:00,65.3699390711817,A4,1,冬
2025-01-05 00:00:00,64.8264564967754,A4,1,冬
2025-01-05 01:00:00,64.8817753101474,A4,1,冬
2025-01-05 02:00:00,65.0541356996771,A4,1,冬
2025-01-05 03:00:00,64.6986899911977,A4,1,冬
2025-01-05 04:00:00,64.7752314652778,A4,1,冬
2025-01-05 05:00:00,64.9936160862734,A4,1,冬
2025-01-05 06:00:00,64.8113050734927,A4,1,冬
2025-01-05 07:00:00,65.0509186878661,A4,1,冬
2025-01-05 08:00:00,64.7229830467981,A4,1,冬
2025-01-05 09:00:00,64.9515002508037,A4,1,冬
2025-01-05 10:00:00,64.816968366342,A4,1,冬
2025-01-05 11:00:00,65.094161509055,A4,1,冬
2025-01-05 12:00:00,64.7234104467723,A4,1,冬
2025-01-05 13:00:00,64.8542720881311,A4,1,冬
2025-01-05 14:00:00,64.7700582065336,A4,1,冬
2025-01-05 15:00:00,65.1370768210446,A4,1,冬
2025-01-05 16:00:00,64.9200913699746,A4,1,冬
2025-01-05 17:00:00,64.9614184014162,A4,1,冬
2025-01-05 18:00:00,64.7292838677631,A4,1,冬
2025-01-05 19:00:00,64.900534169792,A4,1,冬
2025-01-05 20:00:00,65.1635459193146,A4,1,冬
2025-01-05 21:00:00,64.7761220345339,A4,1,冬
2025-01-05 22:00:00,65.3486026371531,A4,1,冬
2025-01-05 23:00:00,64.9786853799055,A4,1,冬
2025-01-06 00:00:00,64.1625641313409,A4,1,冬
2025-01-06 01:00:00,64.2672709000959,A4,1,冬
2025-01-06 02:00:00,63.7367148386796,A4,1,冬
2025-01-06 03:00:00,64.3087536492511,A4,1,冬
2025-01-06 04:00:00,64.3944899076949,A4,1,冬
2025-01-06 05:00:00,64.6259078285167,A4,1,冬
2025-01-06 06:00:00,64.3392606463099,A4,1,冬
2025-01-06 07:00:00,64.4065500230441,A4,1,冬
2025-01-06 08:00:00,64.3993323331512,A4,1,冬
2025-01-06 09:00:00,64.1904243961387,A4,1,冬
2025-01-06 10:00:00,64.0258440249704,A4,1,冬
2025-01-06 11:00:00,63.8705285218834,A4,1,冬
2025-01-06 12:00:00,63.9793810213368,A4,1,冬
2025-01-06 13:00:00,64.1420921268676,A4,1,冬
2025-01-06 14:00:00,64.2472596923935,A4,1,冬
2025-01-06 15:00:00,64.1195658479072,A4,1,冬
2025-01-06 16:00:00,64.2805030765787,A4,1,冬
2025-01-06 17:00:00,64.4406855104433,A4,1,冬
2025-01-06 18:00:00,64.2609958290224,A4,1,冬
2025-01-06 19:00:00,64.1869074073464,A4,1,冬
2025-01-06 20:00:00,64.0802612649008,A4,1,冬
2025-01-06 21:00:00,64.0378979993331,A4,1,冬
2025-01-06 22:00:00,64.563734987296,A4,1,冬
2025-01-06 23:00:00,64.3630477800421,A4,1,冬
2025-01-07 00:00:00,63.5126464194143,A4,1,冬
2025-01-07 01:00:00,63.3926736830382,A4,1,冬
2025-01-07 02:00:00,63.5210220426861,A4,1,冬
2025-01-07 03:00:00,63.4164419089549,A4,1,冬
2025-01-07 04:00:00,69.3345240969835,A4,1,冬
2025-01-07 05:00:00,63.5115253350382,A4,1,冬
2025-01-07 06:00:00,63.6499015127869,A4,1,冬
2025-01-07 07:00:00,63.1430130788375,A4,1,冬
2025-01-07 08:00:00,63.4951839627087,A4,1,冬
2025-01-07 10:00:00,62.9718284811405,A4,1,冬
2025-01-07 11:00:00,63.5231974691548,A4,1,冬
2025-01-07 12:00:00,63.5910426245314,A4,1,冬
2025-01-07 13:00:00,63.4769672955814,A4,1,冬
2025-01-07 14:00:00,63.3781429999782,A4,1,冬
2025-01-07 15:00:00,63.4311030270164,A4,1,冬
2025-01-07 16:00:00,63.5832254047509,A4,1,冬
2025-01-07 17:00:00,63.2142468114475,A4,1,冬
2025-01-07 18:00:00,63.5386547812744,A4,1,冬
2025-01-07 19:00:00,63.4776218866098,A4,1,冬
2025-01-07 20:00:00,63.5281454820913,A4,1,冬
2025-01-07 21:00:00,63.5603743256003,A4,1,冬
2025-01-07 22:00:00,63.2289226728224,A4,1,冬
2025-01-07 23:00:00,63.3516516342747,A4,1,冬
2025-01-08 00:00:00,63.1432591317763,A4,1,冬
2025-01-08 01:00:00,63.1874768421326,A4,1,冬
2025-01-08 02:00:00,62.9053739162741,A4,1,冬
2025-01-08 03:00:00,62.9179738227399,A4,1,冬
2025-01-08 04:00:00,62.8745160173271,A4,1,冬
2025-01-08 06:00:00,62.784416489563,A4,1,冬
2025-01-08 08:00:00,62.8109079300051,A4,1,冬
2025-01-08 18:00:00,62.9205066055043,A4,1,冬
2025-01-08 19:00:00,63.0925415670539,A4,1,冬
2025-01-08 21:00:00,63.2340892382766,A4,1,冬
2025-01-08 22:00:00,63.0205978353516,A4,1,冬
2025-01-08 23:00:00,63.2323797200994,A4,1,冬
2025-01-09 00:00:00,62.4061036369322,A4,1,冬
2025-01-09 01:00:00,62.4514042192312,A4,1,冬
2025-01-09 02:00:00,62.6576477539963,A4,1,冬
2025-01-09 03:00:00,62.7752891471115,A4,1,冬
2025-01-09 04:00:00,62.7117985716837,A4,1,冬
2025-01-09 05:00:00,62.3741718096037,A4,1,冬
2025-01-09 06:00:00,62.2847395946564,A4,1,冬
2025-01-09 07:00:00,62.2522031019462,A4,1,冬
2025-01-09 08:00:00,62.4336180148453,A4,1,冬
2025-01-09 09:00:00,62.3608813954831,A4,1,冬
2025-01-09 10:00:00,62.3468337462387,A4,1,冬
2025-01-09 11:00:00,62.2264917560243,A4,1,冬
2025-01-09 12:00:00,62.2057659779815,A4,1,冬
2025-01-09 13:00:00,62.1249285001144,A4,1,冬
2025-01-09 14:00:00,62.6851320497739,A4,1,冬
2025-01-09 15:00:00,62.479607035158,A4,1,冬
2025-01-09 16:00:00,62.1238647823968,A4,1,冬
2025-01-09 17:00:00,62.5347582486479,A4,1,冬
2025-01-09 18:00:00,62.3354840507229,A4,1,冬
2025-01-09 19:00:00,62.3936512570902,A4,1,冬
2025-01-09 20:00:00,62.4824231958298,A4,1,冬
2025-01-09 21:00:00,62.1312620730774,A4,1,冬
2025-01-09 22:00:00,62.5312022209286,A4,1,冬
2025-01-09 23:00:00,62.3967234452553,A4,1,冬
2025-01-10 00:00:00,62.0653862136644,A4,1,冬
2025-01-10 01:00:00,62.4361051026041,A4,1,冬
2025-01-10 02:00:00,62.4828196462234,A4,1,冬
2025-01-10 03:00:00,62.5411754215623,A4,1,冬
2025-01-10 04:00:00,62.4101288550962,A4,1,冬
2025-01-10 05:00:00,62.3057890966898,A4,1,冬
2025-01-10 06:00:00,62.6704687321762,A4,1,冬
2025-01-10 07:00:00,62.5080345503718,A4,1,冬
2025-01-10 08:00:00,62.369649845065,A4,1,冬
2025-01-10 09:00:00,61.9465906057966,A4,1,冬
2025-01-10 10:00:00,62.3940414280641,A4,1,冬
2025-01-10 11:00:00,62.2521389399826,A4,1,冬
2025-01-10 12:00:00,62.2464511909562,A4,1,冬
2025-01-10 13:00:00,62.6032355974996,A4,1,冬
2025-01-10 14:00:00,62.1846906880035,A4,1,冬
2025-01-10 15:00:00,62.5184094953756,A4,1,冬
2025-01-10 16:00:00,62.7108595486549,A4,1,冬
2025-01-10 17:00:00,62.2334176226408,A4,1,冬
2025-01-10 18:00:00,62.5829902248474,A4,1,冬
2025-01-10 19:00:00,62.1965678085567,A4,1,冬
2025-01-10 20:00:00,61.9964332076845,A4,1,冬
2025-01-10 21:00:00,62.6419986858358,A4,1,冬
2025-01-10 22:00:00,62.0743518471236,A4,1,冬
2025-01-10 23:00:00,62.2555144668205,A4,1,冬
2025-01-11 00:00:00,61.5321631880496,A4,1,冬
2025-01-11 01:00:00,61.128632513333,A4,1,冬
2025-01-11 02:00:00,61.1167869473111,A4,1,冬
2025-01-11 03:00:00,61.123680900177,A4,1,冬
2025-01-11 04:00:00,61.3607089866178,A4,1,冬
2025-01-11 05:00:00,60.9967563241051,A4,1,冬
2025-01-11 06:00:00,61.0207812038983,A4,1,冬
2025-01-11 08:00:00,69.1111741525251,A4,1,冬
2025-01-11 09:00:00,61.3380704622423,A4,1,冬
2025-01-11 10:00:00,61.0896163898712,A4,1,冬
2025-01-11 11:00:00,61.3358125308308,A4,1,冬
2025-01-11 12:00:00,61.3572319862882,A4,1,冬
2025-01-11 13:00:00,61.0383200150886,A4,1,冬
2025-01-11 14:00:00,60.903501888399,A4,1,冬
2025-01-11 15:00:00,61.4909587071732,A4,1,冬
2025-01-11 16:00:00,61.305386612727,A4,1,冬
2025-01-11 17:00:00,61.2678686945924,A4,1,冬
2025-01-11 18:00:00,61.0129179830489,A4,1,冬
2025-01-11 19:00:00,61.5651334402448,A4,1,冬
2025-01-11 20:00:00,60.815332839003,A4,1,冬
2025-01-11 21:00:00,61.0689504434441,A4,1,冬
2025-01-11 22:00:00,61.5998602774773,A4,1,冬
2025-01-11 23:00:00,61.2027737519844,A4,1,冬
2025-01-12 00:00:00,61.0401589294316,A4,1,冬
2025-01-12 01:00:00,61.2248947710211,A4,1,冬
2025-01-12 02:00:00,60.981076198932,A4,1,冬
2025-01-12 03:00:00,61.0895905146039,A4,1,冬
2025-01-12 04:00:00,61.4664189650465,A4,1,冬
2025-01-12 05:00:00,61.0352505094045,A4,1,冬
2025-01-12 06:00:00,61.2455908569208,A4,1,冬
2025-01-12 07:00:00,61.714304351899,A4,1,冬
2025-01-12 08:00:00,61.6113141318836,A4,1,冬
2025-01-12 22:00:00,61.2018013864584,A4,1,冬
2025-01-12 23:00:00,61.5584421239583,A4,1,冬
2025-01-13 00:00:00,60.5044879932913,A4,1,冬
2025-01-13 01:00:00,60.8287645282271,A4,1,冬
2025-01-13 02:00:00,60.5690179318984,A4,1,冬
2025-01-13 03:00:00,60.6302897245186,A4,1,冬
2025-01-13 04:00:00,60.8270241692239,A4,1,冬
2025-01-13 05:00:00,60.554467079702,A4,1,冬
2025-01-13 06:00:00,60.773104719117,A4,1,冬
2025-01-13 07:00:00,60.5109814329363,A4,1,冬
2025-01-13 09:00:00,60.8173670833979,A4,1,冬
2025-01-13 10:00:00,60.6190042531036,A4,1,冬
